disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes 
Retinitis pigmentosa-12, autosomal recessive	Pigmented paravenous chorioretinal atrophy	2	2	Ophthamological	Ophthamological	2
Retinitis pigmentosa-19	Cone-rod dystrophy 3	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-19	Fundus flavimaculatus	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-19	Macular dystrophy, age-related, 2	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-19	Stargardt disease-1	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-20	Leber congenital amaurosis-2	2	2	Ophthamological	Ophthamological	2
Retinitis pigmentosa-27	Retinal degeneration, autosomal recessive, clumped pigment type	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa-3	Cone dystrophy-1	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-3	Cone-rod dystrophy	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-3	Cone-rod retinal dystrophy-2	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa-3	Leber congenital amaurosis	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa-3	Macular degeneration, X-linked atrophic	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-3	Retinitis pigmentosa, late-onset dominant	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa-3	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-3	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa-4, autosomal dominant	Night blindness, congenital stationery, rhodopsin-related	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa-4, autosomal dominant	Retinitis pigmentosa, autosomal recessive	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa-7	Butterfly dystrophy, retinal	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa-7	Foveomacular dystrophy, adult-onset, with choroidal neovascularization	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa-7	Macular dystrophy	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa-7	Macular dystrophy, vitelliform	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa-7	Retinitis pigmentosa, digenic	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa-7	Retinitis punctata albescens	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa, AR	Bothnia retinal dystrophy	1	1	Ophthamological	Ophthamological	1
Retinitis pigmentosa, AR	Fundus albipunctatus	1	1	Ophthamological	Ophthamological	1
Retinitis pigmentosa, AR	Newfoundland rod-cone dystrophy	1	1	Ophthamological	Ophthamological	1
Retinitis pigmentosa, AR	Retinitis punctata albescens	1	1	Ophthamological	Ophthamological	1
Retinitis pigmentosa, AR, without hearing loss	Usher syndrome, type 2A	1	1	Ophthamological	multiple	1
Retinitis pigmentosa, autosomal dominant	Retinitis pigmentosa, autosomal recessive	1	1	Ophthamological	Ophthamological	1
Retinitis pigmentosa, autosomal recessive	Night blindness, congenital stationary, type 3	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa, autosomal recessive	Retinitis pigmentosa, autosomal dominant	1	1	Ophthamological	Ophthamological	1
Retinitis pigmentosa, autosomal recessive	Night blindness, congenital stationery, rhodopsin-related	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa, autosomal recessive	Retinitis pigmentosa-4, autosomal dominant	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa, digenic	Butterfly dystrophy, retinal	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa, digenic	Foveomacular dystrophy, adult-onset, with choroidal neovascularization	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa, digenic	Macular dystrophy	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa, digenic	Macular dystrophy, vitelliform	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa, digenic	Retinitis pigmentosa-7	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa, digenic	Retinitis punctata albescens	6	6	Ophthamological	Ophthamological	6
Retinitis pigmentosa, juvenile	Cone-rod dystrophy	2	2	Ophthamological	Ophthamological	2
Retinitis pigmentosa, juvenile	Leber congenital amaurosis	2	2	Ophthamological	Ophthamological	2
Retinitis pigmentosa, late onset	Enhanced S-cone syndrome	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa, late-onset dominant	Cone dystrophy-1	3	5	Ophthamological	Ophthamological	1
Retinitis pigmentosa, late-onset dominant	Cone-rod dystrophy	3	5	Ophthamological	Ophthamological	1
Retinitis pigmentosa, late-onset dominant	Cone-rod retinal dystrophy-2	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa, late-onset dominant	Leber congenital amaurosis	3	3	Ophthamological	Ophthamological	3
Retinitis pigmentosa, late-onset dominant	Macular degeneration, X-linked atrophic	3	5	Ophthamological	Ophthamological	1
Retinitis pigmentosa, late-onset dominant	Retinitis pigmentosa-3	3	5	Ophthamological	Ophthamological	1
Retinitis pigmentosa, late-onset dominant	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	3	5	Ophthamological	Ophthamological	1
Retinitis pigmentosa, late-onset dominant	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	3	5	Ophthamological	Ophthamological	1
Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	Cone dystrophy-1	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	Cone-rod dystrophy	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	Cone-rod retinal dystrophy-2	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	Leber congenital amaurosis	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	Macular degeneration, X-linked atrophic	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	Retinitis pigmentosa-3	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	Retinitis pigmentosa, late-onset dominant	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Cone dystrophy-1	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Cone-rod dystrophy	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Cone-rod retinal dystrophy-2	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Leber congenital amaurosis	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Macular degeneration, X-linked atrophic	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Retinitis pigmentosa-3	5	5	Ophthamological	Ophthamological	5
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Retinitis pigmentosa, late-onset dominant	5	3	Ophthamological	Ophthamological	1
Retinitis pigmentosa, X-linked, with recurrent respiratory infections	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	5	5	Ophthamological	Ophthamological	5
Retinitis punctata albescens	Butterfly dystrophy, retinal	6	6	Ophthamological	Ophthamological	6
Retinitis punctata albescens	Foveomacular dystrophy, adult-onset, with choroidal neovascularization	6	6	Ophthamological	Ophthamological	6
Retinitis punctata albescens	Macular dystrophy	6	6	Ophthamological	Ophthamological	6
Retinitis punctata albescens	Macular dystrophy, vitelliform	6	6	Ophthamological	Ophthamological	6
Retinitis punctata albescens	Retinitis pigmentosa-7	6	6	Ophthamological	Ophthamological	6
Retinitis punctata albescens	Retinitis pigmentosa, digenic	6	6	Ophthamological	Ophthamological	6
Retinitis punctata albescens	Bothnia retinal dystrophy	1	1	Ophthamological	Ophthamological	1
Retinitis punctata albescens	Fundus albipunctatus	1	1	Ophthamological	Ophthamological	1
Retinitis punctata albescens	Newfoundland rod-cone dystrophy	1	1	Ophthamological	Ophthamological	1
Retinitis punctata albescens	Retinitis pigmentosa, AR	1	1	Ophthamological	Ophthamological	1
Retinoblastoma	Bladder cancer	1	1	Cancer	Cancer	1
Rett syndrome	Angelman syndrome	5	5	Neurological	Developmental	5
Rett syndrome	Autism, X-linked	5	5	Neurological	Psychiatric	5
Rett syndrome	Mental retardation, X-linked	5	5	Neurological	Neurological	5
Rett syndrome	Mental retardation, X-linked, with progressive spasticity	5	5	Neurological	Neurological	5
Rett syndrome	PPM-X syndrome	5	5	Neurological	Neurological	5
Rett syndrome	Rett syndrome, preserved speech variant	5	5	Neurological	Neurological	5
Rett syndrome, preserved speech variant	Angelman syndrome	5	5	Neurological	Developmental	5
Rett syndrome, preserved speech variant	Autism, X-linked	5	5	Neurological	Psychiatric	5
Rett syndrome, preserved speech variant	Mental retardation, X-linked	5	5	Neurological	Neurological	5
Rett syndrome, preserved speech variant	Mental retardation, X-linked, with progressive spasticity	5	5	Neurological	Neurological	5
Rett syndrome, preserved speech variant	PPM-X syndrome	5	5	Neurological	Neurological	5
Rett syndrome, preserved speech variant	Rett syndrome	5	5	Neurological	Neurological	5
Rhabdoid predisposition syndrome, familial	Rhabdoid tumors	4	4	Cancer	Cancer	4
Rhabdoid tumors	Rhabdoid predisposition syndrome, familial	4	4	Cancer	Cancer	4
Rhabdomyosarcoma	Breast cancer	3	3	Cancer	Cancer	3
Rhabdomyosarcoma	Lung cancer	3	3	Cancer	Cancer	3
Rhabdomyosarcoma, alveolar	Craniofacial-deafness-hand syndrome	4	4	Cancer	multiple	4
Rhabdomyosarcoma, alveolar	Waardenburg syndrome, type I	4	4	Cancer	multiple	4
Rhabdomyosarcoma, alveolar	Waardenburg syndrome, type III	4	4	Cancer	multiple	4
Rheumatoid arthritis, progression of	Graft-versus-host disease, protection against	2	2	Connective tissue	Immunological	2
Rheumatoid arthritis, progression of	HIV-1, susceptibility to	2	2	Connective tissue	Immunological	2
Rheumatoid arthritis, susceptibility to	Bare lymphocyte syndrome, type II, complementation group A	2	2	Connective tissue	Immunological	2
Rheumatoid arthritis, susceptibility to	Multiple sclerosis, susceptibility to	2	2	Connective tissue	Neurological	2
Rheumatoid arthritis, susceptibility to	Diabetes mellitus, insulin-dependent, susceptibility to	4	4	Connective tissue	Endocrine	4
Rheumatoid arthritis, susceptibility to	Lymphoproliferative syndrome, X-linked	4	5	Connective tissue	Cancer	1
Rheumatoid arthritis, susceptibility to	Systemic lupus erythematosus, susceptibility to	4	4	Connective tissue	Immunological	4
Rheumatoid arthritis, susceptibility to	Leukemia, acute myeloid	3	3	Connective tissue	Cancer	3
Rheumatoid arthritis, susceptibility to	Platelet disorder, familial, with associated myeloid malignancy	3	3	Connective tissue	Hematological	3
Rhizomelic chondrodysplasia punctata, type 1	Refsum disease	2	2	multiple	Neurological	2
Rh-mod syndrome	Anemia, hemolytic, Rh-null, regulator type	2	2	Hematological	Hematological	2
Rh-null disease, amorph type	Blood group, Rhesus	1	1	Hematological	Hematological	1
Rickets, vitamin D-resistant, type IIA	Rickets, vitamin D-resistant, type IIB	1	1	Bone	Bone	1
Rickets, vitamin D-resistant, type IIB	Rickets, vitamin D-resistant, type IIA	1	1	Bone	Bone	1
Rieger anomaly	Anterior segment mesenchymal dysgenesis	3	3	multiple	Ophthamological	3
Rieger anomaly	Axenfeld anomaly	3	3	multiple	Ophthamological	3
Rieger anomaly	Iridogoniodysgenesis	3	3	multiple	Ophthamological	3
Rieger anomaly	Iris hypoplasia and glaucoma	3	3	multiple	Ophthamological	3
Rieger syndrome	Iridogoniodysgenesis syndrome-2	5	5	multiple	Ophthamological	5
Rieger syndrome	Ring dermoid of cornea	5	5	multiple	Ophthamological	5
Ring dermoid of cornea	Iridogoniodysgenesis syndrome-2	5	5	Ophthamological	Ophthamological	5
Ring dermoid of cornea	Rieger syndrome	5	5	Ophthamological	multiple	5
Rippling muscle disease	Cardiomyopathy, familial hypertrophic	2	2	Muscular	Cardiovascular	2
Rippling muscle disease	Creatine phosphokinase, elevated serum	2	2	Muscular	Metabolic	2
Rippling muscle disease	Creatine phosphokinase, elevated serum	2	2	Muscular	Metabolic	2
Rippling muscle disease	Muscular dystrophy, limb-girdle, type IC	2	2	Muscular	Muscular	2
Rippling muscle disease	Myopathy, distal, with decreased caveolin 3	2	2	Muscular	Muscular	2
Robinow syndrome, autosomal recessive	Brachydactyly, type B1	4	4	multiple	Skeletal	4
Rothmund-Thomson syndrome	RAPADILINO syndrome	3	3	multiple	multiple	3
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, dominant intermediate 3	5	5	multiple	Neurological	5
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 1A	5	4	multiple	Neurological	1
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 1B	5	5	multiple	Neurological	5
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 1E	5	4	multiple	Neurological	1
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 2I	5	5	multiple	Neurological	5
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 2J	5	5	multiple	Neurological	5
Roussy-Levy syndrome	Dejerine-Sottas disease	5	4	multiple	multiple	1
Roussy-Levy syndrome	Dejerine-Sottas syndrome	5	5	multiple	multiple	5
Roussy-Levy syndrome	Neuropathy, congenital hypomyelinating	5	5	multiple	Neurological	5
Roussy-Levy syndrome	Neuropathy, recurrent, with pressure palsies	5	4	multiple	Neurological	1
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, dominant intermediate 3	4	5	multiple	Neurological	1
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 1A	4	4	multiple	Neurological	4
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 1B	4	5	multiple	Neurological	1
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 1E	4	4	multiple	Neurological	4
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 2I	4	5	multiple	Neurological	1
Roussy-Levy syndrome	Charcot-Marie-Tooth disease, type 2J	4	5	multiple	Neurological	1
Roussy-Levy syndrome	Dejerine-Sottas disease	4	4	multiple	multiple	4
Roussy-Levy syndrome	Dejerine-Sottas syndrome	4	5	multiple	multiple	1
Roussy-Levy syndrome	Neuropathy, congenital hypomyelinating	4	5	multiple	Neurological	1
Roussy-Levy syndrome	Neuropathy, recurrent, with pressure palsies	4	4	multiple	Neurological	4
Rubenstein-Taybi syndrome	Blue-cone monochromacy	3	4	multiple	Ophthamological	1
Rubenstein-Taybi syndrome	Colorblindness, protan	3	4	multiple	Ophthamological	1
Rubinstein-Taybi syndrome	Colorectal cancer	1	1	multiple	Cancer	1
Saethre-Chotzen syndrome	Apert syndrome	4	4	Developmental	Connective tissue	4
Saethre-Chotzen syndrome	Beare-Stevenson cutis gyrata syndrome	4	4	Developmental	multiple	4
Saethre-Chotzen syndrome	Craniofacial-skeletal-dermatologic dysplasia	4	4	Developmental	multiple	4
Saethre-Chotzen syndrome	Craniosynostosis, nonspecific	4	4	Developmental	Skeletal	4
Saethre-Chotzen syndrome	Crouzon syndrome	4	4	Developmental	Skeletal	4
Saethre-Chotzen syndrome	Gastric cancer, somatic	4	4	Developmental	Cancer	4
Saethre-Chotzen syndrome	Jackson-Weiss syndrome	4	4	Developmental	Skeletal	4
Saethre-Chotzen syndrome	Pfeiffer syndrome	4	4	Developmental	Skeletal	4
Saethre-Chotzen syndrome	Saethre-Chotzen syndrome with eyelid anomalies	3	3	Developmental	Developmental	3
Saethre-Chotzen syndrome with eyelid anomalies	Saethre-Chotzen syndrome	3	3	Developmental	Developmental	3
Salivary adenoma	Lipoma	4	4	Cancer	Cancer	4
Salivary adenoma	Lipomatosis, mutiple	4	4	Cancer	Cancer	4
Salivary adenoma	Uterine leiomyoma	4	4	Cancer	Cancer	4
Salla disease	Sialic acid storage disorder, infantile	3	3	Metabolic	Metabolic	3
Sandhoff disease, infantile, juvenile, and adult forms	Spinal muscular atrophy, juvenile	1	1	Metabolic	Muscular	1
Sarcoidosis, early-onset	Blau syndrome	6	6	Immunological	multiple	6
Sarcoidosis, early-onset	Crohn disease, susceptibility to	6	6	Immunological	Gastrointestinal	6
Sarcoidosis, early-onset	Psoriatic arthritis, susceptibility to	6	6	Immunological	Dermatological	6
SARS, progression of	Alzheimer disease, susceptibility to	3	3	Immunological	Neurological	3
SARS, progression of	Angiotensin I-converting enzyme, benign serum increase	3	3	Immunological	Endocrine	3
SARS, progression of	Diabetic nephropathy, susceptibility to	3	3	Immunological	Endocrine	3
SARS, progression of	Myocardial infarction, susceptibility to	3	3	Immunological	Cardiovascular	3
SARS, progression of	Renal tubular dysgenesis	3	3	Immunological	Renal	3
Schimke immunoosseous dysplasia	HARP syndrome	3	4	Connective tissue	Metabolic	1
Schimke immunoosseous dysplasia	Neurodegeneration, pantothenate kinase-associated	3	4	Connective tissue	Neurological	1
Schindler disease, type I	Kanzaki disease	1	1	Metabolic	Metabolic	1
Schindler disease, type I	Schindler disease, type III	1	1	Metabolic	Metabolic	1
Schindler disease, type III	Kanzaki disease	1	1	Metabolic	Metabolic	1
Schindler disease, type III	Schindler disease, type I	1	1	Metabolic	Metabolic	1
Schizoaffective disorder, susceptibility to	Schizophrenia, susceptibility to	1	1	Psychiatric	Psychiatric	1
Schizophrenia, chronic	Achalasia-addisonianism-alacrimia syndrome	4	2	Psychiatric	multiple	1
Schizophrenia, chronic	Alzheimer disease-1, APP-related	4	4	Psychiatric	Neurological	4
Schizophrenia, chronic	Amyloidosis, cerebroarterial, Dutch type	4	4	Psychiatric	Neurological	4
