	disorder	class	gene_list
2553	Schizophrenia 5	Psychiatric	TRAR4
2554	Schizophrenia, chronic	Psychiatric	APP, AAA, CVAP, AD1
2555	Schizophrenia, susceptibility to	Psychiatric	COMT
2556	Schizophrenia, susceptibility to	Psychiatric	DISC1
2557	Schizophrenia, susceptibility to	Psychiatric	HTR2A
2558	Schizophrenia, susceptibility to	Psychiatric	RTN4R, NOGOR
2559	Schizophrenia, susceptibility to	Psychiatric	SYN2
2560	Schizophrenia, susceptibility to	Psychiatric	EPN4, EPNR, KIAA0171, SCZD1
2561	Schizophrenia, susceptibility to, 4 600850	Psychiatric	PRODH, PRODH2, SCZD4
2562	Schwannomatosis	Cancer	NF2
2563	Schwartz-Jampel syndrome, type 1	multiple	HSPG2, PLC, SJS, SJA, SJS1
2564	SCID, autosomal recessive, T-negative/B-positive type	Immunological	JAK3, JAKL
2565	Sclerosteosis	Skeletal	SOST
2566	Scurvy	Nutritional	GULOP, GULO
2567	Sea-blue histiocyte disease	Hematological	APOE, AD2
2568	Seasonal affective disorder, susceptibility to	Psychiatric	HTR2A
2569	Sebastian syndrome	Hematological	MYH9, MHA, FTNS, DFNA17
2570	Seckel syndrome 1	Developmental	ATR, FRP1, SCKL
2571	Segawa syndrome, recessive	Neurological	TH, TYH
2572	Seizures, afebrile	Neurological	SCN2A1, SCN2A
2573	Seizures, benign familial neonatal-infantile	Neurological	SCN2A1, SCN2A
2574	Selective T-cell defect	Immunological	ZAP70, SRK, STD
2575	Self-healing collodion baby	Dermatological	TGM1, ICR2, LI1
2576	SEMD, Pakistani type	Connective tissue	PAPSS2, ATPSK2
2577	Senior-Loken syndrome-1	Renal	NPHP1, NPH1, SLSN1
2578	Senior-Loken syndrome 4	Renal	NPHP4, SLSN4
2579	Senior-Loken syndrome 5	Renal	IQCB1, NPHP5, KIAA0036
2580	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	Ophthamological	POLG, POLG1, POLGA, PEO
2581	Sepiapterin reductase deficiency	Metabolic	SPR
2582	Sepsis, susceptibility to	Immunological	CASP12, CASP12P1
2583	Septic shock, susceptibility to	Immunological	TNF, TNFA
2584	Septooptic dysplasia	multiple	HESX1, RPX
2585	Sertoli cell-only syndrome, susceptibility to	Renal	USP26
2586	Severe combined immunodeficiency, Athabascan type	Immunological	DCLRE1C, ARTEMIS, SCIDA
2587	Severe combined immunodeficiency, B cell-negative	Immunological	RAG1
2588	Severe combined immunodeficiency, B cell-negative	Immunological	RAG2
2589	Severe combined immunodeficiency due to ADA deficiency	Immunological	ADA
2590	Severe combined immunodeficiency due to PTPRC deficiency	Immunological	PTPRC, CD45, LCA
2591	Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type	Immunological	IL7R
2592	Severe combined immunodeficiency, T-negative/B-positive type	Immunological	CD3D, T3D
2593	Severe combined immunodeficiency, X-linked	Immunological	IL2RG, SCIDX1, SCIDX, IMD4
2594	Sex reversal, XY, with adrenal failure	Unclassified	FTZF1, FTZ1, SF1
2595	Sezary syndrome	Cancer	BCL10
2596	Shah-Waardenburg syndrome	multiple	EDN3
2597	Short stature, autosomal dominant, with normal serum growth hormone binding protein	Skeletal	GHR
2598	Short stature, idiopathic	Skeletal	GHR
2599	Short stature, idiopathic familial	Skeletal	SHOX, GCFX, SS, PHOG
2600	Short stature, idiopathic familial	Skeletal	SHOXY
2601	Short stature, pituitary and cerebellar defects, and small sella turcica	Skeletal	LHX4
2602	Shprintzen-Goldberg syndrome	multiple	FBN1, MFS1, WMS
2603	Shwachman-Diamond syndrome	multiple	SBDS, SDS
2604	Sialic acid storage disorder, infantile	Metabolic	SLC17A5, SIASD, SLD
2605	Sialidosis, type I	Metabolic	NEU1, NEU, SIAL1
2606	Sialidosis, type II	Metabolic	NEU1, NEU, SIAL1
2607	Sialuria	Metabolic	GNE, GLCNE, IBM2, DMRV, NM
2608	Sickle cell anemia	Hematological	HBB
2609	Sick sinus syndrome	Cardiovascular	SCN5A, LQT3, IVF, HB1, SSS1
2610	Silver spastic paraplegia syndrome	Neurological	BSCL2, SPG17
2611	Simpson-Golabi-Behmel syndrome, type 1	multiple	GPC3, SDYS, SGBS1
2612	Sitosterolemia	Metabolic	ABCG5
2613	Sitosterolemia	Metabolic	ABCG8
2614	Situs ambiguus	Developmental	NODAL
2615	Situs inversus viscerum	Developmental	DNAH11, DNAHC11
2616	Sjogren-Larsson syndrome	Metabolic	ALDH3A2, ALDH10, SLS, FALDH
2617	Skin fragility-woolly hair syndrome	Dermatological	DSP, KPPS2, PPKS2
2618	Slow acetylation	Metabolic	NAT2, AAC2
2619	Slowed nerve conduction velocity, AD	Neurological	ARHGEF10, KIAA0294
2620	Small patella syndrome	Skeletal	TBX4
2621	SMED Strudwick type	Skeletal	COL2A1
2622	Smith-Fineman-Myers syndrome	multiple	ATRX, XH2, XNP, MRXS3, SHS
2623	Smith-Lemli-Opitz syndrome	multiple	DHCR7, SLOS
2624	Smith-Magenis syndrome	multiple	RAI1, SMCR, SMS
2625	Smith-McCort dysplasia	Skeletal	DYM, FLJ90130, DMC, SMC
2626	Solitary median maxillary central incisor	Skeletal	SHH, HPE3, HLP3, SMMCI
2627	Somatotrophinoma	Endocrine	GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO
2628	Sorsby fundus dystrophy	Ophthamological	TIMP3, SFD
2629	Sotos syndrome	Developmental	NSD1, ARA267, STO
2630	Spastic ataxia, Charlevoix-Saguenay type	Neurological	SACS, ARSACS
2631	Spastic paralysis, infantile onset ascending	Neurological	ALS2, ALSJ, PLSJ, IAHSP
2632	Spastic paraplegia 10	Neurological	KIF5A, NKHC, SPG10
2633	Spastic paraplegia-13	Neurological	HSPD1, SPG13, HSP60
2634	Spastic paraplegia-2	Neurological	PLP1, PMD
2635	Spastic paraplegia-3A	Neurological	SPG3A
2636	Spastic paraplegia-4	Neurological	SPG4, SPAST
2637	Spastic paraplegia-6	Neurological	NIPA1, SPG6
2638	Spastic paraplegia-7	Neurological	PGN, SPG7, CMAR, CAR
2639	Specific granule deficiency	Immunological	CEBPE, CRP1
2640	Speech-language disorder-1	Neurological	FOXP2, SPCH1, TNRC10, CAGH44
2641	Spermatogenic failure, susceptibility to	Renal	DAZL, DAZH, SPGYLA
2642	Spherocytosis-1	Hematological	SPTB
2643	Spherocytosis-2	Hematological	ANK1, SPH2
2644	Spherocytosis, hereditary	Hematological	SLC4A1, AE1, EPB3
2645	Spherocytosis, hereditary, Japanese type	Hematological	EPB42
2646	Spherocytosis, recessive	Hematological	SPTA1
2647	Spina bifida	Developmental	MTHFD, MTHFC
2648	Spina bifida, risk of, 601634	Developmental	MTR
2649	Spina bifida, risk of, 601634	Developmental	MTRR
2650	Spinal and bulbar muscular atrophy of Kennedy	Muscular	AR, DHTR, TFM, SBMA, KD, SMAX1
2651	Spinal muscrular atrophy, late-onset, Finkel type	Muscular	VAPB, VAPC, ALS8
2652	Spinal muscular atrophy-1	Muscular	SMN1, SMA1, SMA2, SMA3, SMA4
2653	Spinal muscular atrophy-2	Muscular	SMN1, SMA1, SMA2, SMA3, SMA4
2654	Spinal muscular atrophy-3	Muscular	SMN1, SMA1, SMA2, SMA3, SMA4
2655	Spinal muscular atrophy-4	Muscular	SMN1, SMA1, SMA2, SMA3, SMA4
2656	Spinal muscular atrophy, distal, type V	Muscular	BSCL2, SPG17
2657	Spinal muscular atrophy, distal, type V	Muscular	GARS, SMAD1, CMT2D
2658	Spinal muscular atrophy, juvenile	Muscular	HEXB
2659	Spinal muscular atrophy with respiratory distress	Muscular	IGHMBP2, SMUBP2, CATF1, SMARD1
2660	Spinocerebellar ataxia-10	Neurological	ATXN10, SCA10
2661	Spinocerebellar ataxia-1	Neurological	ATXN1, ATX1, SCA1
2662	Spinocerebellar ataxia 12	Neurological	PPP2R2B
2663	Spinocerebellar ataxia 14	Neurological	PRKCG, PKCC, PKCG, SCA14
2664	Spinocerebellar ataxia 17	Neurological	TBP, SCA17
2665	Spinocerebellar ataxia-2	Neurological	ATXN2, ATX2, SCA2
2666	Spinocerebellar ataxia 25	Neurological	SCA25
2667	Spinocerebellar ataxia-27	Neurological	FGF14, FHF4, SCA27
2668	Spinocerebellar ataxia 4, pure Japanese type	Neurological	PLEKHG4
2669	Spinocerebellar ataxia-6	Neurological	CACNA1A, CACNL1A4, SCA6
2670	Spinocerebellar ataxia-7	Neurological	ATXN7, SCA7, OPCA3
2671	Spinocerebellar ataxia 8	Neurological	SCA8
2672	Spinocerebellar ataxia, autosomal recessive with axonal neuropathy	Neurological	TDP1
2673	Split hand/foot malformation, type 3	Skeletal	SHFM3, DAC
2674	Split-hand/foot malformation, type 4	Skeletal	TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS
2675	Spondylocarpotarsal synostosis syndrome	Skeletal	FLNB, SCT, AOI
2676	Spondylocostal dysostosis, autosomal recessive, 1	Skeletal	DLL3, SCDO1
2677	Spondylocostal dysostosis, autosomal recessive 2	Skeletal	MESP2
2678	Spondyloepimetaphyseal dysplasia	Skeletal	MATN3, EDM5, HOA
2679	Spondyloepiphyseal dysplasia, Kimberley type	Skeletal	AGC1, CSPG1, MSK16, SEDK
2680	Spondyloepiphyseal dysplasia, Omani type	Skeletal	CHST3, C6ST, C6ST1
2681	Spondyloepiphyseal dysplasia tarda	Skeletal	SEDL, SEDT
2682	Spondyloepiphyseal dysplasia tarda with progressive arthropathy	Skeletal	WISP3, PPAC, PPD
2683	Spondylometaphyseal dysplasia, Japanese type	Skeletal	COL10A1
2684	Squamous cell carcinoma, burn scar-related, somatic	Cancer	TNFRSF6, APT1, FAS, CD95, ALPS1A
2685	Squamous cell carcinoma, head and neck	Cancer	ING1
2686	Squamous cell carcinoma, head and neck	Cancer	TNFRSF10B, DR5, TRAILR2
2687	Stapes ankylosis syndrome without symphalangism	multiple	NOG, SYM1, SYNS1
2688	Stargardt disease-1	Ophthamological	ABCA4, ABCR, STGD1, FFM, RP19
2689	Stargardt disease 3	Ophthamological	ELOVL4, ADMD, STGD2, STGD3
2690	Startle disease, autosomal recessive	Neurological	GLRA1, STHE
2691	Startle disease/hyperekplexia, autosomal dominant	Neurological	GLRA1, STHE
2692	STAT1 deficiency, complete	Unclassified	STAT1
2693	Statins, attenuated cholesterol lowering by	Metabolic	HMGCR
2694	Steatocystoma multiplex	Dermatological	KRT17, PC2, PCHC1
2695	Stem-cell leukemia/lymphoma syndrome	Cancer	ZNF198, SCLL, RAMP, FIM
2696	Stevens-Johnson syndrome, carbamazepine-induced, susceptibility to	Dermatological	HLA-B
2697	Stickler syndrome, type I	multiple	COL2A1
2698	Stickler syndrome, type II	multiple	COL11A1, STL2
2699	Stickler syndrome, type III	multiple	COL11A2, STL3, DFNA13
2700	Stomach cancer	Cancer	KRAS2, RASK2
2701	Stroke, susceptibility to, 1	Cardiovascular	PDE4D, DPDE3, STRK1
2702	Stroke, susceptibility to	Cardiovascular	ALOX5AP, FLAP
2703	Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	multiple	LIFR, STWS, SWS, SJS2
2704	Subcortical laminal heteropia, X-linked	Neurological	DCX, DBCN, LISX
2705	Subcortical laminar heterotopia	Neurological	PAFAH1B1, LIS1
2706	Succinic semialdehyde dehydrogenase deficiency	Metabolic	SSADH
2707	Sucrose intolerance	Metabolic	SI
2708	Sudden infant death with dysgenesis of the testes syndrome	Unclassified	TSPYL1, TSPYL, SIDDT
2709	Sulfite oxidase deficiency	Metabolic	SUOX
2710	Superoxide dismutase, elevated extracellular	Unclassified	SOD3
2711	Supranuclear palsy, progressive	Neurological	MAPT, MTBT1, DDPAC, MSTD
2712	Supranuclear palsy, progressive atypical	Neurological	MAPT, MTBT1, DDPAC, MSTD
2713	Supravalvar aortic stenosis	Cardiovascular	ELN
2714	Surfactant deficiency, neonatal	Respiratory	ABCA3, ABC3
2715	Surfactant protein C deficiency	Respiratory	SFTPC, SFTP2
2716	Sutherland-Haan syndrome-like	multiple	ATRX, XH2, XNP, MRXS3, SHS
2717	Sweat chloride elevation without CF	Unclassified	CFTR, ABCC7, CF, MRP7
2718	Symphalangism, proximal	Skeletal	NOG, SYM1, SYNS1
2719	Syndactyly, type III	Skeletal	GJA1, CX43, ODDD, SDTY3, ODOD
2720	Synostoses syndrome, multiple, 1	multiple	NOG, SYM1, SYNS1
2721	Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses	Skeletal	FBLN1
2722	Synpolydactyly, type II	Skeletal	HOXD13, HOX4I, SPD
2723	Synpolydactyly with foot anomalies	Skeletal	HOXD13, HOX4I, SPD
2724	Systemic lupus erythematosus, susceptibility	Immunological	TNFSF6, APT1LG1, FASL
2725	Systemic lupus erythematosus, susceptibility to	Immunological	DNASE1, DNL1
2726	Systemic lupus erythematosus, susceptibility to	Immunological	PTPN8, PEP, PTPN22, LYP
2727	Systemic lupus erythematosus, susceptibility to, 2, 605218	Immunological	PDCD1, SLEB2
2728	Tall stature, susceptibility to	Skeletal	MCM6
2729	Tangier disease	Metabolic	ABCA1, ABC1, HDLDT1, TGD
2730	Tarsal-carpal coalition syndrome	Skeletal	NOG, SYM1, SYNS1
2731	Tauopathy and respiratory failure	Neurological	MAPT, MTBT1, DDPAC, MSTD
2732	Tay-Sachs disease	Metabolic	HEXA, TSD
2733	T-cell acute lymphoblastic leukemia	Cancer	BAX
2734	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	Immunological	WHN
2735	T-cell prolymphocytic leukemia, sporadic	Cancer	ATM, ATA, AT1
2736	Temperature-sensitive apoptosis, cellular	Unclassified	DAD1
2737	Tetra-amelia, autosomal recessive	multiple	WNT3, INT4
2738	Tetralogy of Fallot	Cardiovascular	JAG1, AGS, AHD
2739	Tetralogy of Fallot	Cardiovascular	ZFPM2, FOG2
2740	Tetrology of Fallot	Cardiovascular	NKX2E, CSX
2741	Thalassemia, alpha-	Hematological	HBA2
2742	Thalassemia-beta, dominant inclusion-body	Hematological	HBB
2743	Thalassemia, delta-	Hematological	HBD
2744	Thalassemia due to Hb Lepore	Hematological	HBD
2745	Thalassemia, Hispanic gamma-delta-beta	Hematological	LCRB
2746	Thalassemias, alpha-	Hematological	HBA1
2747	Thalassemias, beta-	Hematological	HBB
2748	Thanatophoric dysplasia, types I and II	Skeletal	FGFR3, ACH
2749	Thiamine-responsive megaloblastic anemia syndrome	Hematological	SLC19A2, THTR1
2750	Thrombocythemia, essential	Hematological	JAK2
2751	Thrombocythemia, essential	Hematological	THPO, MGDF, MPLLG, TPO
2752	Thrombocytopenia-2	Hematological	FLJ14813, THC2
2753	Thrombocytopenia, congenital amegakaryocytic	Hematological	MPL, TPOR, MPLV
2754	Thrombocytopenia, X-linked	Hematological	WAS, IMD2, THC
2755	Thrombocytopenia, X-linked, intermittent	Hematological	WAS, IMD2, THC
2756	Thromboembolism susceptibility due to factor V Leiden	Hematological	F5
2757	Thrombophilia due to factor V Liverpool	Hematological	F5
2758	Thrombophilia due to heparin cofactor II deficiency	Hematological	HCF2, HC2, SERPIND1
2759	Thrombophilia due to HRG deficiency	Hematological	HRG
2760	Thrombophilia due to protein C deficiency	Hematological	PROC
2761	Thrombophilia due to thrombomodulin defect	Hematological	THBD, THRM
2762	Thrombophilia, dysfibrinogenemic	Hematological	FGB
2763	Thrombophilia, dysfibrinogenemic	Hematological	FGG
2764	Thrombosis, hyperhomocysteinemic	Hematological	CBS
2765	Thrombotic thrombocytopenic purpura, familial	Hematological	ADAMTS13, VWFCP, TTP
2766	Thrombycytosis, susceptibility to	Hematological	MPL, TPOR, MPLV
2767	Thymine-uraciluria	Metabolic	DPYD, DPD
2768	Thyroid adenoma, hyperfunctioning	Cancer	TSHR
2769	Thyroid carcinoma	Cancer	TP53, P53, LFS1
2770	Thyroid carcinoma, follicular	Cancer	MINPP1, HIPER1
2771	Thyroid carcinoma, follicular	Cancer	PTEN, MMAC1
2772	Thyroid carcinoma, follicular, somatic	Cancer	HRAS
2773	Thyroid carcinoma, papillary	Cancer	GOLGA5, RFG5, PTC5
2774	Thyroid carcinoma, papillary	Cancer	NCOA4, ELE1, PTC3
2775	Thyroid carcinoma, papillary	Cancer	PCM1, PTC4
2776	Thyroid carcinoma, papillary	Cancer	PRKAR1A, TSE1, CNC1, CAR
2777	Thyroid carcinoma, papillary	Cancer	TIF1G, RFG7, PTC7
2778	Thyroid carcinoma, papillary	Cancer	TRIM24, TIF1, TIF1A, PTC6
2779	Thyroid hormone organification defect IIA	Endocrine	TPO, TPX
2780	Thyroid hormone resistance	Endocrine	THRB, ERBA2, THR1
2781	Thyroid hormone resistance, autosomal recessive	Endocrine	THRB, ERBA2, THR1
2782	Thyrotoxic periodic paralysis, susceptibility to	Endocrine	CACNA1S, CACNL1A3, CCHL1A3
2783	Thyrotropin-releasing hormone resistance, generalized	Endocrine	TRHR
2784	Thyroxine-binding globulin deficiency	Hematological	TBG
2785	Tietz syndrome	multiple	MITF, WS2A
2786	Timothy syndrome	multiple	CACNA1C, CACNL1A1, CCHL1A1, TS
2787	Toenail dystrophy, isolated	Dermatological	COL7A1
2788	Tolbutamide poor metabolizer	Unclassified	CYP2C9
2789	Total iodide organification defect	Endocrine	TPO, TPX
2790	Townes-Brocks branchiootorenal-like syndrome	multiple	SALL1, HSAL1, TBS
2791	Townes-Brocks syndrome	multiple	SALL1, HSAL1, TBS
2792	Transaldolase deficiency	Metabolic	TALDO1
2793	Transcobalamin II deficiency	Hematological	TCN2, TC2
2794	Transient bullous of the newborn	Dermatological	COL7A1
2795	Transposition of great arteries, dextro-looped	Developmental	CFC1, CRYPTIC, HTX2
2796	Transposition of the great arteries, dextro-looped	Developmental	THRAP2, PROSIT240, TRAP240L, KIAA1025
2797	Treacher Collins mandibulofacial dysostosis	Developmental	TCOF1, MFD1
2798	Tremor, familial essential, 2	Neurological	HS1BP3, FLJ14249, ETM2
2799	Trichodontoosseous syndrome	multiple	DLX3, TDO
2800	Trichorhinophalangeal syndrome, type I	Developmental	TRPS1
2801	Trichorhinophalangeal syndrome, type III	Developmental	TRPS1
2802	Trichothiodystrophy	Dermatological	ERCC3, XPB
2803	Trichothiodystrophy	Dermatological	ERCC2, EM9
2804	Trichothiodystrophy, complementation group A	Dermatological	TGF2H5, TTDA, TFB5, C6orf175
2805	Trichothiodystrophy, nonphotosensitive 1	Dermatological	TTDN1, C7orf11, ABHS
2806	Trifunctional protein deficiency, type 1	Metabolic	HADHA, MTPA
2807	Trifunctional protein deficiency, type II	Metabolic	HADHB
2808	Trismus-pseudocomptodactyly syndrome	multiple	MYH8
2809	Tropical calcific pancreatitis	Gastrointestinal	SPINK1, PSTI, PCTT, TATI
2810	Troyer syndrome	Neurological	SPG20
2811	TSC2 angiomyolipomas, renal, modifier of	multiple	IFNG
2812	Tuberculosis, susceptibility to	Respiratory	IFNGR1
2813	Tuberculosis, susceptibility to	Respiratory	IFNG
2814	Tuberous sclerosis-1	multiple	TSC1, LAM
2815	Tuberous sclerosis-2	multiple	TSC2, LAM
2816	Turcot syndrome	Cancer	APC, GS, FPC
2817	Turcot syndrome with glioblastoma	Cancer	MLH1, COCA2, HNPCC2
2818	Turcot syndrome with glioblastoma	Cancer	PMS2, PMSL2, HNPCC4
2819	Twinning, dizygotic	Unclassified	FSHR, ODG1
2820	Tyrosinemia, type I	Metabolic	FAH
2821	Tyrosinemia, type II	Metabolic	TAT
2822	Tyrosinemia, type III	Metabolic	HPD
2823	Ullrich congenital muscular dystrophy	Muscular	COL6A1, OPLL
2824	Ullrich congenital muscular dystrophy	Muscular	COL6A3
2825	Ullrich scleroatonic muscular dystrophy	Muscular	COL6A2
2826	Ulnar-mammary syndrome	multiple	TBX3
2827	Unipolar depression, susceptibility to	Psychiatric	TPH2, NTPH
2828	Unna-Thost disease, nonepidermolytic	Dermatological	KRT1
2829	Urolithiasis, 2,8-dihydroxyadenine	Metabolic	APRT
2830	Urolithiasis, hypophosphatemic	Metabolic	SLC17A2, NPT2
2831	Usher syndrome, type 1B	multiple	MYO7A, USH1B, DFNB2, DFNA11
2832	Usher syndrome, type 1C	multiple	USH1C, DFNB18
2833	Usher syndrome, type 1D	multiple	CDH23, USH1D
2834	Usher syndrome, type 1F	multiple	PCDH15, DFNB23
2835	Usher syndrome, type 1G	multiple	SANS, USH1G
2836	Usher syndrome, type 2A	multiple	USH2A
2837	Usher syndrome, type 3	multiple	USH3A, USH3
2838	Usher syndrome, type IIC	multiple	MASS1, VLGR1, KIAA0686, FEB4, USH2C
2839	Uterine leiomyoma	Cancer	HMGA2, HMGIC, BABL, LIPO
2840	UV-induced skin damage, vulnerability to	Dermatological	MC1R
2841	van Buchem disease, type 2	Unclassified	LRP5, BMND1, LRP7, LR3, OPPG, VBCH2
2842	van der Woude syndrome	Developmental	IRF6, VWS, LPS, PIT, PPS, OFC6
2843	VATER association with hydrocephalus	multiple	PTEN, MMAC1
2844	Velocardiofacial syndrome	multiple	TBX1, DGS, CTHM, CAFS, TGA, DORV, VCFS, DGCR
2845	Venous malformations, multiple cutaneous and mucosal	Cardiovascular	TEK, TIE2, VMCM
2846	Venous thrombosis, susceptibility to	Cardiovascular	SERPINA10, ZPI
2847	Ventricular fibrillation, idiopathic	Cardiovascular	SCN5A, LQT3, IVF, HB1, SSS1
2848	Ventricular tachycardia, idiopathic	Cardiovascular	GNAI2, GNAI2B, GIP
2849	Ventricular tachycardia, stress-induced polymorphic	Cardiovascular	CASQ2
2850	Ventricular tachycardia, stress-induced polymorphic	Cardiovascular	RYR2, VTSIP
2851	Vertical talus, congenital	Skeletal	HOXD10, HOX4D
2852	Viral infections, recurrent	Immunological	FCGR3A, CD16, IGFR3
2853	Viral infection, susceptibility to	Immunological	OAS1, OIAS
2854	Virilization, maternal and fetal, from placental aromatase deficiency	Developmental	CYP19A1, CYP19, ARO
2855	Vitamin K-dependent clotting factors, combined deficiency of, 2	Hematological	VKORC1, VKOR, VKCFD2, FLJ00289
2856	Vitamin K-dependent coagulation defect	Hematological	GGCX
2857	Vitelliform macular dystrophy, adult-onset	Ophthamological	VMD2
2858	VLCAD deficiency	Metabolic	ACADVL, VLCAD
2859	Vohwinkel syndrome	multiple	GJB2, CX26, DFNB1, PPK, DFNA3, KID, HID
2860	Vohwinkel syndrome with ichthyosis	multiple	LOR
2861	von Hippel-Lindau disease, modification of	Cancer	CCND1, PRAD1, BCL1
2862	von Hippel-Lindau syndrome	Cancer	VHL
2863	von Willebrand disease	Hematological	VWF, F8VWF
2864	Waardenburg-Shah syndrome	multiple	EDNRB, HSCR2, ABCDS
2865	Waardenburg-Shah syndrome	multiple	SOX10, WS4
2866	Waardenburg syndrome/albinism, digenic	multiple	TYR
2867	Waardenburg syndrome/ocular albinism, digenic	multiple	MITF, WS2A
2868	Waardenburg syndrome, type I	multiple	PAX3, WS1, HUP2, CDHS
2869	Waardenburg syndrome, type IIA	multiple	MITF, WS2A
2870	Waardenburg syndrome, type III	multiple	PAX3, WS1, HUP2, CDHS
2871	Waardenburg syndrome, typ IID	multiple	SNAI2, SLUG, WS2D
2872	Wagner syndrome	Ophthamological	COL2A1
2873	WAGR syndrome	multiple	WT1
2874	Walker-Warburg syndrome	multiple	FCMD
